Item1,Item2,Item3,Item4,BestItem,WorstItem
554,642,927,497,497,927
554,642,927,497,554,927
681,873,917,414,414,681
681,873,917,414,873,681
548,97,660,798,548,660
548,97,660,798,548,660
61,904,135,115,115,904
61,904,135,115,61,904
208,791,726,216,216,726
208,791,726,216,216,208
340,385,562,884,340,385
340,385,562,884,385,562
729,1000,291,458,291,458
729,1000,291,458,291,729
729,1000,291,458,291,729
94,949,264,545,264,949
94,949,264,545,94,264
94,949,264,545,545,264
93,892,398,113,113,892
93,892,398,113,113,892
93,892,398,113,93,892
711,571,907,532,532,571
711,571,907,532,532,711
711,571,907,532,532,711
227,14,970,323,227,14
227,14,970,323,227,323
227,14,970,323,227,14
69,628,322,819,69,819
69,628,322,819,69,819
69,628,322,819,69,819
513,650,769,591,591,513
513,650,769,591,591,513
513,650,769,591,591,513
114,713,162,943,114,943
114,713,162,943,162,943
114,713,162,943,114,713
899,739,505,704,704,739
899,739,505,704,505,739
899,739,505,704,505,739
313,349,375,939,349,375
313,349,375,939,349,313
313,349,375,939,349,939
255,79,840,969,79,840
255,79,840,969,79,840
255,79,840,969,969,79
727,461,483,323,323,727
727,461,483,323,483,727
459,865,971,789,459,971
459,865,971,789,971,865
533,634,618,900,533,634
533,634,618,900,533,634
705,977,91,408,705,408
705,977,91,408,705,408
278,771,60,471,471,278
278,771,60,471,278,60
697,73,845,122,122,697
697,73,845,122,122,697
79,831,283,322,79,283
79,831,283,322,79,831
769,602,925,710,925,769
769,602,925,710,710,769
428,9,377,450,9,428
428,9,377,450,450,428
910,939,765,163,163,910
910,939,765,163,163,939
910,939,765,163,163,910
941,614,926,240,941,614
941,614,926,240,941,926
941,614,926,240,240,926
309,745,585,488,309,745
309,745,585,488,309,745
309,745,585,488,309,585
938,144,824,903,938,824
938,144,824,903,938,144
938,144,824,903,938,903
571,404,644,291,291,571
571,404,644,291,291,571
571,404,644,291,291,404
615,709,256,531,531,615
615,709,256,531,531,256
615,709,256,531,531,709
146,497,330,840,330,840
146,497,330,840,330,146
146,497,330,840,330,840
352,703,40,69,40,703
352,703,40,69,69,352
352,703,40,69,352,703
237,151,455,195,151,237
237,151,455,195,455,237
237,151,455,195,455,237
71,680,518,616,71,680
71,680,518,616,71,518
71,680,518,616,71,680
622,949,369,813,369,813
622,949,369,813,369,813
622,949,369,813,369,949
424,828,197,257,197,828
424,828,197,257,257,828
916,174,969,774,916,969
916,174,969,774,916,774
301,581,493,367,367,581
301,581,493,367,367,301
98,874,791,337,98,791
98,874,791,337,98,791
949,90,249,531,90,949
949,90,249,531,90,531
57,660,652,701,57,660
57,660,652,701,57,701
187,460,31,920,31,187
187,460,31,920,31,920
377,504,993,483,483,504
377,504,993,483,993,504
209,99,867,362,209,362
209,99,867,362,99,209
27,219,240,789,240,219
27,219,240,789,240,789
27,219,240,789,240,789
291,25,436,1000,291,436
291,25,436,1000,291,436
291,25,436,1000,291,436
725,315,167,96,167,725
725,315,167,96,167,725
725,315,167,96,167,96
817,646,884,190,190,817
817,646,884,190,646,884
817,646,884,190,190,817
918,855,425,806,918,425
918,855,425,806,918,855
918,855,425,806,918,425
453,710,561,894,894,710
453,710,561,894,561,710
453,710,561,894,453,894
865,68,463,614,68,865
865,68,463,614,68,463
865,68,463,614,865,614
744,455,989,271,455,989
744,455,989,271,989,744
744,455,989,271,455,744
508,124,878,496,508,496
508,124,878,496,508,496
508,124,878,496,508,496
253,654,279,267,279,654
253,654,279,267,253,267
253,654,279,267,253,654
290,117,505,939,290,939
290,117,505,939,117,939
290,117,505,939,505,290
165,713,380,656,165,656
165,713,380,656,380,713
165,713,380,656,165,713
741,102,202,742,102,741
741,102,202,742,102,741
741,102,202,742,102,741
271,524,41,489,489,41
271,524,41,489,271,489
271,524,41,489,271,489
573,636,424,136,136,573
573,636,424,136,136,573
762,21,376,641,641,762
762,21,376,641,376,762
762,21,376,641,376,762
176,725,981,809,981,809
176,725,981,809,176,725
176,725,981,809,981,809
850,920,887,385,385,850
850,920,887,385,920,385
850,920,887,385,385,850
957,684,7,382,382,684
957,684,7,382,7,957
957,684,7,382,957,684
691,365,751,305,365,751
691,365,751,305,365,305
553,657,969,484,553,657
553,657,969,484,553,484
521,8,393,599,521,8
521,8,393,599,521,8
521,8,393,599,599,8
758,100,122,683,122,683
758,100,122,683,122,758
449,63,490,99,99,63
449,63,490,99,99,449
449,63,490,99,99,449
389,6,516,911,389,911
389,6,516,911,389,6
389,6,516,911,911,516
918,347,763,200,918,763
918,347,763,200,918,763
542,447,518,813,447,518
542,447,518,813,447,813
542,447,518,813,542,813
788,371,772,618,618,772
788,371,772,618,371,788
788,371,772,618,618,788
760,437,481,73,481,437
760,437,481,73,481,437
760,437,481,73,481,437
602,892,182,986,182,602
602,892,182,986,182,602
602,892,182,986,986,602
537,777,60,679,537,777
537,777,60,679,679,777
537,777,60,679,679,777
506,650,804,963,506,650
506,650,804,963,506,650
506,650,804,963,506,804
878,239,38,575,38,239
878,239,38,575,38,239
878,239,38,575,38,239
225,462,767,210,210,767
225,462,767,210,225,767
225,462,767,210,225,210
438,989,966,834,438,966
438,989,966,834,989,438
541,551,782,935,541,782
541,551,782,935,541,782
541,551,782,935,935,782
725,617,369,630,617,725
725,617,369,630,617,725
725,617,369,630,617,725
661,564,815,173,173,661
661,564,815,173,564,661
661,564,815,173,173,661
915,708,159,633,708,915
915,708,159,633,633,915
915,708,159,633,708,159
755,71,482,777,71,777
755,71,482,777,71,777
337,967,449,637,967,637
337,967,449,637,449,337
844,217,278,273,273,844
844,217,278,273,217,844
844,217,278,273,217,844
435,350,259,793,259,793
435,350,259,793,259,793
978,775,281,290,290,978
978,775,281,290,290,978
978,775,281,290,290,775
35,393,748,358,393,358
35,393,748,358,35,748
35,393,748,358,35,358
172,538,348,746,172,538
172,538,348,746,172,538
975,545,242,33,33,242
975,545,242,33,33,242
975,545,242,33,545,242
343,483,199,157,199,343
343,483,199,157,483,157
343,483,199,157,483,157
605,828,143,753,605,753
605,828,143,753,143,753
605,828,143,753,605,753
798,294,411,734,294,798
798,294,411,734,294,798
798,294,411,734,294,798
150,260,984,469,260,150
150,260,984,469,260,984
150,260,984,469,260,984
209,617,560,654,617,654
209,617,560,654,560,209
209,617,560,654,560,654
974,879,467,869,467,869
974,879,467,869,974,467
974,879,467,869,467,869
892,6,147,145,6,892
892,6,147,145,145,892
892,6,147,145,6,145
918,784,339,778,918,778
918,784,339,778,918,784
735,35,597,777,35,735
735,35,597,777,35,735
735,35,597,777,35,777
831,463,310,529,529,463
831,463,310,529,529,463
831,463,310,529,529,463
823,43,599,408,599,43
823,43,599,408,599,408
823,43,599,408,599,823
957,128,220,941,128,957
957,128,220,941,941,957
957,128,220,941,128,941
253,51,549,114,253,549
253,51,549,114,253,549
151,527,774,268,268,774
151,527,774,268,268,774
706,385,141,536,385,536
706,385,141,536,385,706
706,385,141,536,385,706
770,3,649,464,3,770
770,3,649,464,464,770
194,449,124,120,194,120
194,449,124,120,120,449
194,449,124,120,124,449
322,926,755,605,605,926
322,926,755,605,322,926
322,926,755,605,322,926
105,185,76,87,105,76
105,185,76,87,105,185
506,587,311,308,506,587
506,587,311,308,308,311
506,587,311,308,506,587
905,417,342,40,905,40
905,417,342,40,905,40
905,417,342,40,417,40
62,171,314,255,255,171
62,171,314,255,314,171
62,171,314,255,255,171
38,258,910,813,38,813
38,258,910,813,38,910
38,258,910,813,38,813
621,373,309,845,373,845
621,373,309,845,845,373
621,373,309,845,309,373
89,401,655,687,687,89
89,401,655,687,401,655
89,401,655,687,89,655
508,258,275,209,258,209
508,258,275,209,258,209
508,258,275,209,258,209
344,552,452,877,344,877
344,552,452,877,344,877
344,552,452,877,344,877
692,605,73,382,382,692
692,605,73,382,73,692
419,168,131,319,168,419
419,168,131,319,168,419
419,168,131,319,168,419
161,406,417,588,588,161
161,406,417,588,161,588
161,406,417,588,588,406
489,187,431,941,941,187
489,187,431,941,941,187
489,187,431,941,187,489
764,346,843,278,278,843
764,346,843,278,278,843
764,346,843,278,346,843
570,435,537,914,570,914
570,435,537,914,435,570
670,799,369,459,459,799
670,799,369,459,459,799
604,373,413,203,604,413
604,373,413,203,604,203
604,373,413,203,604,413
474,349,456,106,349,474
474,349,456,106,349,474
517,660,153,199,153,660
517,660,153,199,517,660
517,660,153,199,517,660
200,269,127,162,200,269
200,269,127,162,127,162
200,269,127,162,127,162
559,966,588,889,588,966
559,966,588,889,966,559
232,688,823,225,232,688
232,688,823,225,232,823
232,688,823,225,232,688
736,902,157,213,213,736
736,902,157,213,213,736
736,902,157,213,213,157
224,314,592,516,314,224
224,314,592,516,592,516
224,314,592,516,314,224
711,16,746,866,746,16
711,16,746,866,16,866
711,16,746,866,746,711
184,960,477,423,960,477
184,960,477,423,184,423
184,960,477,423,184,423
746,708,286,1000,746,286
746,708,286,1000,708,286
746,708,286,1000,746,286
485,872,660,34,485,872
485,872,660,34,485,660
485,872,660,34,34,660
262,677,293,80,80,677
262,677,293,80,262,293
262,677,293,80,80,262
395,269,672,139,269,672
395,269,672,139,139,395
679,1,691,678,678,1
679,1,691,678,1,679
679,1,691,678,1,678
58,261,260,76,260,58
58,261,260,76,260,58
58,261,260,76,260,58
187,170,63,77,63,187
187,170,63,77,63,77
187,170,63,77,77,63
133,151,364,829,151,364
133,151,364,829,829,364
133,151,364,829,829,364
652,142,12,368,12,652
652,142,12,368,142,652
945,608,311,759,945,759
945,608,311,759,945,608
433,818,743,23,818,743
433,818,743,23,818,433
433,818,743,23,818,433
964,458,498,724,498,964
964,458,498,724,724,458
801,93,273,400,273,801
801,93,273,400,93,801
801,93,273,400,273,801
533,642,228,908,533,228
533,642,228,908,533,228
533,642,228,908,533,228
796,402,727,792,402,727
796,402,727,792,402,727
936,86,615,48,86,936
936,86,615,48,48,615
936,86,615,48,86,48
418,794,442,355,418,442
418,794,442,355,355,794
418,794,442,355,355,442
198,711,599,591,599,711
198,711,599,591,599,591
198,711,599,591,591,711
288,456,51,294,294,51
288,456,51,294,288,456
288,456,51,294,294,51
401,489,848,887,401,489
401,489,848,887,401,887
401,489,848,887,401,489
81,301,631,786,81,631
81,301,631,786,301,786
835,612,511,538,612,835
835,612,511,538,538,835
999,829,452,934,934,999
999,829,452,934,829,999
595,507,421,321,507,321
595,507,421,321,507,421
595,507,421,321,507,321
860,623,576,513,860,513
860,623,576,513,860,513
860,623,576,513,513,623
988,226,166,181,181,166
988,226,166,181,181,226
988,226,166,181,988,166
974,310,465,247,465,310
974,310,465,247,247,310
974,310,465,247,247,974
71,802,129,335,71,335
71,802,129,335,802,335
71,802,129,335,71,335
822,263,350,332,263,822
822,263,350,332,263,350
822,263,350,332,350,332
189,774,494,56,56,189
189,774,494,56,56,774
189,774,494,56,56,774
698,419,138,646,419,698
698,419,138,646,419,698
698,419,138,646,138,698
76,317,187,563,317,187
76,317,187,563,317,187
76,317,187,563,317,187
711,823,505,87,87,711
711,823,505,87,505,711
711,823,505,87,505,711
828,444,589,959,444,959
828,444,589,959,589,828
828,444,589,959,589,828
522,130,675,746,130,675
522,130,675,746,130,522
522,130,675,746,130,675
554,155,211,703,211,703
554,155,211,703,155,554
554,155,211,703,211,703
101,477,436,133,101,436
101,477,436,133,477,436
101,477,436,133,101,436
97,31,520,58,31,520
97,31,520,58,31,520
97,31,520,58,31,520
218,413,427,225,218,413
218,413,427,225,427,413
218,413,427,225,427,413
222,869,406,544,544,869
222,869,406,544,544,222
222,869,406,544,544,222
145,582,660,436,582,436
145,582,660,436,582,436
27,477,744,464,27,477
27,477,744,464,477,27
974,404,347,767,974,767
974,404,347,767,404,767
20,960,481,693,960,693
20,960,481,693,481,693
20,960,481,693,960,693
226,120,444,239,444,239
226,120,444,239,120,239
226,120,444,239,120,239
614,738,314,415,314,738
614,738,314,415,314,614
614,738,314,415,314,738
23,741,666,338,338,741
23,741,666,338,338,741
23,741,666,338,666,741
964,248,570,447,447,964
964,248,570,447,447,570
964,248,570,447,447,964
410,940,819,843,410,843
410,940,819,843,410,819
410,940,819,843,410,843
910,564,638,573,564,573
910,564,638,573,564,573
910,564,638,573,564,573
490,543,950,663,543,663
490,543,950,663,490,663
490,543,950,663,490,663
690,276,516,912,912,690
690,276,516,912,276,690
690,276,516,912,276,690
575,176,986,417,176,575
575,176,986,417,417,986
575,176,986,417,176,575
389,450,274,733,733,389
389,450,274,733,389,450
389,450,274,733,450,274
640,804,655,980,655,804
640,804,655,980,640,980
640,804,655,980,980,804
920,765,906,382,382,906
920,765,906,382,382,906
920,765,906,382,382,920
207,706,872,745,207,706
207,706,872,745,207,745
207,706,872,745,207,872
748,116,700,514,514,700
748,116,700,514,514,700
748,116,700,514,514,700
244,106,330,968,244,968
244,106,330,968,244,968
244,106,330,968,244,968
205,989,454,1000,205,989
205,989,454,1000,205,989
205,989,454,1000,205,454
238,915,522,676,238,915
238,915,522,676,522,676
91,622,445,227,91,622
91,622,445,227,227,91
574,15,696,286,574,696
574,15,696,286,15,286
380,737,801,935,380,801
380,737,801,935,935,801
380,737,801,935,935,801
855,343,539,477,477,343
855,343,539,477,477,343
855,343,539,477,539,477
589,399,263,218,218,399
589,399,263,218,589,218
589,399,263,218,263,589
651,383,827,664,827,651
651,383,827,664,827,383
651,383,827,664,664,651
781,366,289,327,366,327
781,366,289,327,327,289
781,366,289,327,327,289
278,773,714,798,798,773
278,773,714,798,798,714
278,773,714,798,278,773
601,820,688,746,746,601
601,820,688,746,746,688
601,820,688,746,746,688
226,951,184,287,184,226
226,951,184,287,287,226
226,951,184,287,184,226
830,515,219,743,515,830
830,515,219,743,515,830
830,515,219,743,515,743
452,944,412,787,452,787
452,944,412,787,452,787
452,944,412,787,944,412
950,371,908,556,950,556
950,371,908,556,371,908
950,371,908,556,371,908
432,31,629,727,31,727
432,31,629,727,432,727
432,31,629,727,31,629
534,521,337,517,517,534
534,521,337,517,517,534
534,521,337,517,517,534
78,47,636,766,47,766
78,47,636,766,78,766
78,47,636,766,47,766
96,680,718,639,96,639
96,680,718,639,96,718
96,680,718,639,96,680
769,862,876,645,645,769
769,862,876,645,645,862
769,862,876,645,645,876
409,132,235,808,132,808
409,132,235,808,132,808
409,132,235,808,132,235
422,262,374,99,99,422
422,262,374,99,262,422
491,566,723,194,566,194
491,566,723,194,194,491
761,329,899,766,329,899
761,329,899,766,329,766
167,208,860,565,167,208
167,208,860,565,167,208
167,208,860,565,167,208
513,264,298,44,44,513
513,264,298,44,44,513
513,264,298,44,44,513
609,143,355,481,355,609
609,143,355,481,355,609
609,143,355,481,355,609
407,580,998,12,12,998
407,580,998,12,12,407
407,580,998,12,12,407
243,403,57,915,57,915
243,403,57,915,243,915
243,403,57,915,243,403
388,630,965,928,388,965
388,630,965,928,388,965
388,630,965,928,965,928
189,13,934,102,934,189
189,13,934,102,13,189
189,13,934,102,13,189
86,541,601,774,541,774
86,541,601,774,601,774
86,541,601,774,541,601
905,115,674,883,115,674
905,115,674,883,905,674
905,115,674,883,115,674
888,523,538,441,523,538
888,523,538,441,523,441
888,523,538,441,523,538
972,80,56,380,80,972
972,80,56,380,56,972
972,80,56,380,380,972
950,484,263,117,117,484
950,484,263,117,117,484
950,484,263,117,117,484
436,230,892,462,230,436
436,230,892,462,230,436
436,230,892,462,462,436
409,591,336,308,308,409
409,591,336,308,308,409
409,591,336,308,308,591
75,442,685,396,75,396
75,442,685,396,75,396
75,442,685,396,75,396
97,822,320,738,320,738
97,822,320,738,97,738
97,822,320,738,822,738
624,575,29,638,29,624
624,575,29,638,29,638
624,575,29,638,29,624
230,519,889,977,230,889
230,519,889,977,230,519
388,741,257,536,257,741
388,741,257,536,257,741
787,989,92,764,989,764
787,989,92,764,92,787
815,888,949,990,949,990
815,888,949,990,949,990
815,888,949,990,815,888
620,737,16,412,16,620
620,737,16,412,16,412
620,737,16,412,16,620
770,329,30,535,30,770
770,329,30,535,30,535
770,329,30,535,30,535
955,303,13,982,982,13
955,303,13,982,13,303
955,303,13,982,982,303
476,925,701,692,476,701
476,925,701,692,476,701
476,925,701,692,476,692
515,226,268,891,268,891
515,226,268,891,268,515
515,226,268,891,268,226
736,163,820,216,163,820
736,163,820,216,216,736
736,163,820,216,163,820
29,706,806,967,29,806
29,706,806,967,29,806
29,706,806,967,29,806
344,62,52,471,344,52
344,62,52,471,344,471
344,62,52,471,344,52
26,750,47,182,750,47
26,750,47,182,47,26
26,750,47,182,750,182
606,610,962,857,610,606
606,610,962,857,610,606
606,610,962,857,610,606
968,693,103,49,49,968
968,693,103,49,49,693
968,693,103,49,49,693
408,194,662,979,194,979
408,194,662,979,408,662
408,194,662,979,194,408
529,869,321,137,529,321
529,869,321,137,529,869
529,869,321,137,529,869
954,685,876,753,954,753
954,685,876,753,954,753
954,685,876,753,954,685
600,997,619,895,600,895
600,997,619,895,997,600
600,997,619,895,997,619
916,695,495,313,916,695
916,695,495,313,916,695
916,695,495,313,916,695
